category,rating_level,keyword,template_text,variation_group
ATTITUDE,XUAT_SAC,SPEAKING,"Con học Speaking với niềm đam mê lớn, luôn chủ động giúp đỡ các bạn khác cùng thực hành nhóm.",2
ATTITUDE,XUAT_SAC,SPEAKING,"{Student} luôn có sự chuẩn bị kỹ càng và tinh thần cầu tiến tuyệt vời trong mỗi tiết học giao tiếp.",3
ATTITUDE,XUAT_SAC,SPEAKING,"Thái độ của con hôm nay thật đáng kinh ngạc, con dường như không bao giờ nản lòng trước những âm khó.",4
ATTITUDE,XUAT_SAC,SPEAKING,"{Student} thể hiện tinh thần học tập tự giác và sáng tạo, luôn mang đến những góc nhìn thú vị khi thảo luận.",5
ATTITUDE,XUAT_SAC,SPEAKING,"Hôm nay {Student} thể hiện sự tự tin và chủ động vượt bậc khi trình bày ý kiến cá nhân trước lớp.",10
ATTITUDE,TE,WRITING,"{Student} còn rất lười viết, con thường xuyên nộp bài trễ hoặc viết rất đối phó.",1
ATTITUDE,TE,WRITING,"Trong giờ Writing, {Student} hay sao nhãng và không tập trung vào việc triển khai ý tưởng.",2
ATTITUDE,TE,WRITING,"Con tỏ thái độ ngại viết các câu dài, {Student} thường chỉ viết những từ đơn lẻ.",3
ATTITUDE,TE,WRITING,"Thái độ của {Student} đối với phần bài tập về nhà Writing còn chưa nghiêm túc.",4
ATTITUDE,TE,WRITING,"Hôm nay {Student} không hợp tác trong việc sửa lỗi sai bài viết, con có vẻ nản lòng nhanh.",5
ATTITUDE,TE,WRITING,"{Student} thường xuyên bỏ trống các phần bài tập viết đoạn văn, cần giáo viên nhắc nhở nhiều.",6
ATTITUDE,TE,WRITING,"Ý thức tự học phần Writing của con còn rất thấp, {Student} hay copy bài của bạn hoặc dùng Google dịch.",7
ATTITUDE,TE,WRITING,"Con không thể hiện sự cố gắng khi được yêu cầu lập dàn ý, thái độ của {Student} còn thụ động.",8
ATTITUDE,TE,WRITING,"Hôm nay {Student} làm bài viết rất cẩu thả, con không kiểm tra lại lỗi chính tả trước khi nộp.",9
ATTITUDE,TE,WRITING,"Con tỏ vẻ khó chịu khi phải viết lại bài, {Student} cần rèn luyện tính kiên trì hơn.",10
ATTITUDE,TRUNG_BINH,WRITING,"{Student} hoàn thành các bài viết ở mức đạt yêu cầu, tuy nhiên con cần trau chuốt hơn về cách dùng từ.",1
ATTITUDE,TRUNG_BINH,WRITING,"Thái độ của {Student} trong giờ Writing khá ổn định, con có ý thức làm bài nhưng chưa thực sự sáng tạo.",2
ATTITUDE,TRUNG_BINH,WRITING,"Con viết bài đầy đủ theo hướng dẫn của cô, {Student} cần rèn luyện thêm khả năng tư duy phản biện khi viết.",3
ATTITUDE,KHA,WRITING,"{Student} rất chủ động trong việc tìm kiếm các cấu trúc mới để đưa vào bài viết của mình.",4
ATTITUDE,KHA,WRITING,"Thái độ học tập tích cực giúp {Student} tiến bộ nhanh trong kỹ năng viết đoạn văn ngắn.",5
ATTITUDE,KHA,WRITING,"Con luôn chuẩn bị bài viết rất kỹ lưỡng và thường xuyên hỏi cô cách diễn đạt hay hơn.",6
ATTITUDE,GIOI,WRITING,"{Student} thể hiện niềm đam mê viết lách, con luôn cố gắng dùng các từ vựng học thuật vào bài làm.",1
ATTITUDE,GIOI,WRITING,"Thái độ của {Student} trong giờ Writing rất đáng khen, con luôn hoàn thành bài viết trước thời hạn.",2
ATTITUDE,GIOI,WRITING,"Con có ý thức tự giác cao trong việc trau chuốt câu chữ, {Student} thường xuyên tự sửa bài sau khi cô góp ý.",3
ATTITUDE,XUAT_SAC,WRITING,"{Student} có thái độ học tập cực kỳ chuyên nghiệp, con luôn tìm tòi những cách diễn đạt mới lạ và sáng tạo.",4
ATTITUDE,XUAT_SAC,WRITING,"Sự nỗ lực của {Student} trong phần Writing là tấm gương cho cả lớp, bài viết của con luôn đạt chất lượng cao.",5
ATTITUDE,XUAT_SAC,WRITING,"Con thể hiện sự bứt phá vượt bậc về tư duy ngôn ngữ, {Student} luôn chủ động thách thức bản thân với các đề tài khó.",6
ATTITUDE,TE,GRAMMAR,"{Student} còn lơ là trong việc học ngữ pháp, con thường xuyên không làm bài tập củng cố.",1
ATTITUDE,TE,GRAMMAR,"Trong giờ Grammar, {Student} hay làm việc riêng và không chú ý nghe cô giảng công thức.",2
ATTITUDE,TE,GRAMMAR,"Con có thái độ ngại học các cấu trúc khó, {Student} thường bỏ qua thay vì đặt câu hỏi.",3
ATTITUDE,TE,GRAMMAR,"Thái độ của {Student} đối với việc sửa lỗi sai ngữ pháp còn đối phó, chưa thực sự cầu tiến.",4
ATTITUDE,TE,GRAMMAR,"Hôm nay {Student} học phần ngữ pháp rất thụ động, con chỉ chép bài mà không hiểu bản chất.",5
ATTITUDE,TE,GRAMMAR,"{Student} thường xuyên quên các quy tắc cơ bản đã học, do ý thức ôn tập tại nhà chưa tốt.",6
ATTITUDE,TE,GRAMMAR,"Ý thức học tập của con trong phần ngữ pháp hôm nay ở mức thấp, {Student} dễ bị xao nhãng.",7
ATTITUDE,TE,GRAMMAR,"Con không thể hiện sự nỗ lực khi làm các bài tập vận dụng ngữ pháp cao, {Student} hay nản chí.",8
ATTITUDE,TE,GRAMMAR,"Hôm nay {Student} làm bài tập ngữ pháp rất cẩu thả, con chọn bừa đáp án cho xong bài.",9
ATTITUDE,TE,GRAMMAR,"Con thường xuyên phàn nàn về việc học ngữ pháp khô khan thay vì tập trung rèn luyện.",10
ATTITUDE,TRUNG_BINH,GRAMMAR,"{Student} nắm được các cấu trúc ngữ pháp cơ bản, con cần rèn luyện thêm tính cẩn thận khi làm bài tập.",1
ATTITUDE,TRUNG_BINH,GRAMMAR,"Thái độ của {Student} trong giờ học Ngữ pháp khá ngoan, con chú ý nghe giảng nhưng ít khi phát biểu.",2
ATTITUDE,TRUNG_BINH,GRAMMAR,"Con hoàn thành các bài tập ngữ pháp đầy đủ, {Student} nên dành nhiều thời gian hơn để ôn tập các thì khó.",3
ATTITUDE,KHA,GRAMMAR,"{Student} rất hào hứng với các hoạt động thi đua giải đố ngữ pháp tại lớp.",4
ATTITUDE,KHA,GRAMMAR,"Ý thức học tập của {Student} rất tốt, con luôn cố gắng tự mình giải quyết các bài tập cấu trúc phức tạp.",5
ATTITUDE,KHA,GRAMMAR,"Con có thái độ cầu tiến, {Student} luôn ghi chú cẩn thận các lưu ý của giáo viên về lỗi ngữ pháp thường gặp.",6
ATTITUDE,GIOI,GRAMMAR,"{Student} rất tập trung trong các giờ học Ngữ pháp, con luôn là người đầu tiên đưa ra đáp án chính xác.",1
ATTITUDE,GIOI,GRAMMAR,"Thái độ của {Student} rất tích cực, con không chỉ nắm vững công thức mà còn hiểu sâu cách áp dụng.",2
ATTITUDE,GIOI,GRAMMAR,"Con thể hiện sự hứng thú đặc biệt với các hiện tượng ngữ pháp nâng cao, {Student} rất chịu khó tìm tòi.",3
ATTITUDE,XUAT_SAC,GRAMMAR,"{Student} có thái độ học tập xuất sắc, con nắm vững các cấu trúc ngữ pháp khó một cách rất tự nhiên.",4
ATTITUDE,XUAT_SAC,GRAMMAR,"Ý thức rèn luyện của {Student} là tuyệt vời, con luôn tự đặt ra những câu phức tạp để thử thách bản thân.",5
ATTITUDE,XUAT_SAC,GRAMMAR,"Con thể hiện sự thông minh và cẩn thận tuyệt đối trong từng bài tập ngữ pháp, {Student} rất đáng khen ngợi.",6
ATTITUDE,TE,VOCABULARY,"{Student} tỏ thái độ lười học từ mới, con không ghi chép đầy đủ và thường xuyên quên nghĩa của từ cũ.",1
ATTITUDE,TE,VOCABULARY,"Trong giờ học Từ vựng, {Student} hay mất tập trung và không thực hiện các bài tập nối nghĩa/đặt câu.",2
ATTITUDE,TE,VOCABULARY,"Con có vẻ nản lòng khi gặp các từ dài, {Student} không chủ động tra cứu hay hỏi giáo viên để hiểu rõ hơn.",3
ATTITUDE,TE,VOCABULARY,"Thái độ của {Student} đối với phần Vocabulary còn thụ động, con chỉ chép từ mà không hề tư duy về cách dùng.",4
ATTITUDE,TE,VOCABULARY,"Hôm nay {Student} hay sao nhãng, không chú ý vào các ví dụ minh họa từ vựng mà cô đưa ra.",5
ATTITUDE,TE,VOCABULARY,"Con chưa có ý thức tự giác ôn tập từ vựng tại lớp, cần giáo viên phải nhắc nhở từng chút một.",6
ATTITUDE,TE,VOCABULARY,"{Student} thường xuyên làm việc riêng khi đến phần học từ mới, gây ảnh hưởng đến tiến độ của lớp.",7
ATTITUDE,TE,VOCABULARY,"Con tỏ thái độ đối phó khi được yêu cầu đặt câu với từ mới, các câu của {Student} còn rất sơ sài.",8
ATTITUDE,TE,VOCABULARY,"Hôm nay {Student} học từ vựng một cách thiếu nghiêm túc, con hay đùa nghịch thay vì ghi nhớ từ.",9
ATTITUDE,TE,VOCABULARY,"Con không thể hiện sự cố gắng trong việc phát âm từ mới, thái độ này khiến {Student} chậm tiến bộ.",10
ATTITUDE,TRUNG_BINH,VOCABULARY,"{Student} học từ vựng ở mức độ khá ổn định, tuy nhiên con cần rèn thêm cách dùng từ trong ngữ cảnh.",1
ATTITUDE,TRUNG_BINH,VOCABULARY,"Con có ý thức ghi chép từ mới nhưng đôi khi vẫn còn thiếu tập trung khi luyện phát âm.",2
ATTITUDE,KHA,VOCABULARY,"{Student} rất tích cực tham gia các trò chơi học từ vựng, con có khả năng ghi nhớ từ nhanh.",3
ATTITUDE,KHA,VOCABULARY,"Thái độ của {Student} hôm nay rất tốt, con chủ động đặt câu với những từ vựng khó vừa học.",4
ATTITUDE,GIOI,VOCABULARY,"{Student} tỏ ra rất hào hứng khi khám phá các chủ đề từ vựng mới, con luôn chuẩn bị bài trước ở nhà.",5
ATTITUDE,GIOI,VOCABULARY,"Con thể hiện sự chuyên nghiệp khi học từ vựng, {Student} thường xuyên tra cứu từ điển để hiểu sâu nghĩa của từ.",6
ATTITUDE,XUAT_SAC,VOCABULARY,"{Student} có tinh thần tự học rất tuyệt vời, con luôn tìm cách mở rộng vốn từ của mình qua sách báo.",7
ATTITUDE,XUAT_SAC,VOCABULARY,"Sự nỗ lực của {Student} trong việc tích lũy từ vựng là rất lớn, con nắm bắt được cả những từ vựng chuyên ngành khó.",8
ABSORPTION,TE,GENERAL,Khả năng tiếp thu hôm nay của {Student} khá chậm. Con cần giảng giải nhiều lần mới hiểu được kiến thức cơ bản.,1
ABSORPTION,TE,GENERAL,{Student} gặp nhiều khó khăn trong việc tiếp thu bài mới. Con dường như không theo kịp tốc độ bài giảng và hay quên ngay sau khi học.,2
ABSORPTION,TE,GENERAL,Con tiếp thu kiến thức hôm nay rất chậm chạp. {Student} cần được hỗ trợ thêm để hiểu rõ bài học.,3
ABSORPTION,TE,GENERAL,"{Student} gặp rào cản lớn trong việc tiếp nhận kiến thức mới, con cần sự kiên nhẫn và lộ trình học chậm hơn.",4
ABSORPTION,TE,GENERAL,"Khả năng thẩm thấu bài học của {Student} hôm nay khá thấp, con dễ bị 'hổng' kiến thức nếu không ôn tập kỹ.",5
ABSORPTION,TE,GENERAL,"Con mất rất nhiều thời gian để hiểu một khái niệm đơn giản, {Student} cần sự hỗ trợ sát sao từ giáo viên.",6
ABSORPTION,TE,GENERAL,"Tốc độ xử lý thông tin của {Student} còn chậm, con hay bị rối khi bài học có nhiều thông tin mới.",7
ABSORPTION,TE,GENERAL,"Hôm nay {Student} tiếp thu bài một cách máy móc, con chưa thể tự mình liên hệ kiến thức vào thực tiễn.",8
ABSORPTION,TE,GENERAL,"Khả năng ghi nhớ bài học của con còn hạn chế, {Student} thường quên ngay nội dung vừa mới nghe giảng.",9
ABSORPTION,TE,GENERAL,"Con dường như chưa bắt nhịp được với phương pháp giảng dạy, dẫn đến việc tiếp thu không hiệu quả.",10
ABSORPTION,TRUNG_BINH,GENERAL,{Student} tiếp thu bài ở mức độ trung bình. Con hiểu được phần cơ bản nhưng cần thêm thời gian để nắm vững kiến thức nâng cao.,1
ABSORPTION,TRUNG_BINH,GENERAL,Khả năng tiếp thu của {Student} hôm nay ổn định. Con cần lặp lại kiến thức 2-3 lần mới nhớ lâu được.,2
ABSORPTION,TRUNG_BINH,GENERAL,Con tiếp thu bài ở tốc độ bình thường. {Student} cần ôn tập thêm ở nhà để củng cố kiến thức.,3
ABSORPTION,TRUNG_BINH,GENERAL,"Khả năng bắt nhịp của {Student} với kiến thức mới ở mức khá, con cần thêm một chút tập trung để hiểu sâu hơn.",4
ABSORPTION,TRUNG_BINH,GENERAL,"{Student} tiếp thu được các ý chính của bài, nhưng đôi khi vẫn còn lúng túng với các chi tiết nhỏ.",5
ABSORPTION,TRUNG_BINH,GENERAL,"Mức độ thẩm thấu bài học của con ổn định, {Student} nên chủ động đặt câu hỏi khi gặp phần chưa rõ.",6
ABSORPTION,TRUNG_BINH,GENERAL,"Con nắm bắt bài vở ở tốc độ trung bình, kết quả học tập của {Student} phản ánh đúng sự nỗ lực này.",7
ABSORPTION,KHA,GENERAL,{Student} tiếp thu bài khá nhanh hôm nay. Con hiểu được hầu hết kiến thức sau lần giảng đầu tiên.,1
ABSORPTION,KHA,GENERAL,Con có khả năng tiếp thu tốt. {Student} nắm bắt nhanh ý chính và có thể áp dụng vào bài tập ngay lập tức.,2
ABSORPTION,KHA,GENERAL,Khả năng tiếp thu của {Student} khá ấn tượng. Con hiểu bài nhanh và ghi nhớ tốt các kiến thức đã học.,3
ABSORPTION,GIOI,GENERAL,{Student} có tư duy ngôn ngữ rất sắc bén. Con hiểu bản chất vấn đề nhanh chóng và áp dụng linh hoạt vào nhiều tình huống.,1
ABSORPTION,GIOI,GENERAL,Khả năng tiếp thu của {Student} rất ấn tượng. Con không chỉ hiểu mà còn rút ra được quy luật chung từ các ví dụ.,2
ABSORPTION,GIOI,GENERAL,Con tiếp thu kiến thức với tốc độ đáng kinh ngạc. {Student} hiểu ngay và còn đặt ra những câu hỏi sâu sắc.,3
ABSORPTION,XUAT_SAC,GENERAL,"{Student} có khả năng tiếp thu đỉnh cao. Con hiểu ngay từ lần giảng đầu, thậm chí còn suy luận được những điểm chưa được dạy.",1
ABSORPTION,XUAT_SAC,GENERAL,Khả năng tiếp thu của {Student} thật đáng kinh ngạc. Con không chỉ hiểu nhanh mà còn vận dụng cực kỳ linh hoạt vào thực tế.,2
ABSORPTION,XUAT_SAC,GENERAL,"Con tiếp thu kiến thức với tốc độ phi thường. {Student} như 'bộ não siêu nhân', hiểu mọi thứ ngay lập tức.",3
ABSORPTION,TE,READING,"{Student} gặp khó khăn lớn trong việc hiểu nội dung bài đọc, con thường xuyên nhầm lẫn ý nghĩa của các đoạn văn.",1
ABSORPTION,TE,READING,"Khả năng tiếp thu bài đọc của {Student} hôm nay khá chậm, con cần cô giải thích nhiều lần mới hiểu được đại ý.",2
ABSORPTION,TE,READING,"Con dường như bị quá tải với các từ vựng mới trong bài đọc, dẫn đến việc tiếp thu kiến thức không hiệu quả.",3
ABSORPTION,TE,READING,"{Student} chưa nắm bắt được kỹ năng quét thông tin (scanning), con mất nhiều thời gian nhưng vẫn không tìm thấy đáp án.",4
ABSORPTION,TE,READING,"Khả năng ghi nhớ thông tin từ bài đọc của {Student} còn hạn chế, con hay quên ngay nội dung vừa mới đọc xong.",5
ABSORPTION,TE,READING,"Con gặp trở ngại khi phải xâu chuỗi các sự kiện trong bài đọc, {Student} cần rèn luyện thêm tư duy logic.",6
ABSORPTION,TE,READING,"Hôm nay {Student} không theo kịp tốc độ giải bài đọc của lớp, con còn lúng túng với các cấu trúc câu phức.",7
ABSORPTION,TE,READING,"Phần tiếp thu kiến thức đọc hiểu của {Student} chưa tốt, con cần được kèm cặp riêng để nắm vững các phương pháp đọc.",8
ABSORPTION,TE,READING,"Con dễ bị nản lòng khi gặp các bài đọc dài và khó, khả năng thẩm thấu ngôn ngữ của {Student} còn thấp.",9
ABSORPTION,TE,READING,"Hôm nay {Student} tiếp thu phần Reading một cách thụ động, con chưa thể tự mình suy luận ra ý nghĩa của văn bản.",10
ABSORPTION,TRUNG_BINH,READING,"{Student} hiểu được nội dung cơ bản của bài đọc nhưng còn lúng túng với các câu hỏi mang tính suy luận.",1
ABSORPTION,TRUNG_BINH,READING,"Khả năng tiếp thu phần Reading của {Student} ở mức ổn định, con nắm bắt được các từ khóa quan trọng.",2
ABSORPTION,TRUNG_BINH,READING,"Con cần thêm thời gian để tiêu hóa các thông tin phức tạp trong bài đọc, {Student} tiếp thu ở mức độ vừa phải.",3
ABSORPTION,TRUNG_BINH,READING,"{Student} hiểu bài đọc sau khi được cô hướng dẫn sơ bộ, con chưa thể tự mình phân tích sâu vấn đề.",4
ABSORPTION,TRUNG_BINH,READING,"Mức độ thẩm thấu kiến thức đọc hiểu của {Student} hôm nay khá bình thường, con ghi nhớ được khoảng 60-70% nội dung.",5
ABSORPTION,TRUNG_BINH,READING,"Con tiếp thu tốt các đoạn văn ngắn nhưng lại gặp khó khăn khi bài đọc trở nên dài và nhiều chi tiết hơn.",6
ABSORPTION,TRUNG_BINH,READING,"{Student} có khả năng nhận biết từ mới tốt nhưng đôi khi vẫn chưa hiểu được cách dùng từ trong ngữ cảnh bài đọc.",7
ABSORPTION,TRUNG_BINH,READING,"Khả năng đọc hiểu của con hôm nay dừng lại ở mức đủ dùng, {Student} cần nỗ lực nhiều hơn để đạt mức độ chuyên sâu.",8
ABSORPTION,TRUNG_BINH,READING,"Con bắt nhịp được với bài giảng về kỹ năng Reading, tuy nhiên phản xạ trả lời câu hỏi còn hơi chậm.",9
ABSORPTION,TRUNG_BINH,READING,"{Student} nắm vững được cấu trúc bài đọc nhưng cần luyện tập thêm để cải thiện tốc độ tiếp nhận thông tin.",10
ABSORPTION,KHA,READING,"{Student} tiếp thu khá tốt các kỹ thuật đọc hiểu, con biết cách tìm thông tin nhanh trong văn bản.",1
ABSORPTION,KHA,READING,"Khả năng thẩm thấu bài đọc của {Student} hôm nay rất khả quan, con hiểu được các tầng nghĩa ẩn dụ.",2
ABSORPTION,GIOI,READING,"{Student} có tư duy đọc hiểu rất sắc bén, con nắm bắt cấu trúc bài đọc và ý đồ tác giả nhanh chóng.",3
ABSORPTION,GIOI,READING,"Khả năng tiếp thu kiến thức Reading của con rất ấn tượng, {Student} có vốn từ vựng phong phú để hỗ trợ đọc.",4
ABSORPTION,XUAT_SAC,READING,"{Student} thể hiện khả năng đọc hiểu xuất sắc, con không chỉ hiểu bài mà còn có thể phản biện lại nội dung.",5
ABSORPTION,XUAT_SAC,READING,"Tốc độ tiếp nhận thông tin từ bài đọc của {Student} cực nhanh, con xử lý tốt cả những văn bản học thuật khó.",6
ABSORPTION,TE,LISTENING,"{Student} gặp rất nhiều khó khăn khi nghe, con thường xuyên bỏ lỡ các thông tin quan trọng trong đoạn băng.",1
ABSORPTION,TE,LISTENING,"Khả năng bắt âm của {Student} còn yếu, con cần nghe lại nhiều lần mới nhận diện được từ quen thuộc.",2
ABSORPTION,TRUNG_BINH,LISTENING,"{Student} hiểu được đại ý bài nghe nhưng còn lúng túng với các chi tiết nhỏ và các bẫy trong bài.",3
ABSORPTION,TRUNG_BINH,LISTENING,"Khả năng tiếp thu phần Listening của con ở mức trung bình, {Student} cần luyện tập thêm phản xạ nghe.",4
ABSORPTION,KHA,LISTENING,"{Student} tiếp thu tốt các bài nghe, con có kỹ năng ghi chú (note-taking) thông tin khá hiệu quả.",5
ABSORPTION,KHA,LISTENING,"Con nắm bắt nhanh ngữ điệu và trọng âm của người nói, giúp việc tiếp thu nội dung dễ dàng hơn.",6
ABSORPTION,GIOI,LISTENING,"{Student} có đôi tai rất nhạy bén, con hiểu được cả những đoạn hội thoại có tốc độ nhanh và âm nối.",7
ABSORPTION,GIOI,LISTENING,"Khả năng thẩm thấu ngôn ngữ qua đường nghe của {Student} rất tốt, con học từ mới qua bài nghe rất nhanh.",10
ABSORPTION,XUAT_SAC,LISTENING,"{Student} thể hiện khả năng nghe hiểu vượt bậc, con xử lý tốt mọi loại accent và ngữ cảnh giao tiếp.",11
ABSORPTION,XUAT_SAC,LISTENING,"Sự tiếp nhận thông tin qua thính giác của {Student} cực kỳ chính xác, con hầu như không bao giờ mắc lỗi nghe.",12
ABSORPTION,TE,SPEAKING,"{Student} còn rất rụt rè khi nói, con cần nhiều thời gian để sắp xếp ý tưởng trước khi phát ngôn.",1
ABSORPTION,TE,SPEAKING,"Khả năng phản xạ tiếng Anh của {Student} còn chậm, con dường như đang dịch từ tiếng Việt sang tiếng Anh trong đầu.",2
ABSORPTION,TRUNG_BINH,SPEAKING,"{Student} có thể giao tiếp ở mức cơ bản nhưng đôi khi vẫn còn ngập ngừng khi gặp các từ vựng mới.",3
ABSORPTION,TRUNG_BINH,SPEAKING,"Khả năng tiếp thu phần Speaking của con ở mức ổn định, con cần rèn thêm ngữ điệu tự nhiên hơn.",4
ABSORPTION,KHA,SPEAKING,"{Student} tiếp thu tốt các kỹ thuật phát âm, con có khả năng bắt chước ngữ điệu của giáo viên rất nhanh.",5
ABSORPTION,KHA,SPEAKING,"Con có phản xạ nói khá tốt, {Student} có thể duy trì cuộc hội thoại ngắn một cách tự tin.",6
ABSORPTION,GIOI,SPEAKING,"{Student} có tư duy ngôn ngữ nhạy bén, con diễn đạt ý tưởng một cách mạch lạc và trôi chảy.",7
ABSORPTION,GIOI,SPEAKING,"Khả năng thẩm thấu phong cách nói của người bản xứ của {Student} rất ấn tượng, con dùng từ rất tự nhiên.",8
ABSORPTION,XUAT_SAC,SPEAKING,"{Student} thể hiện khả năng Speaking xuất chúng, con có lối diễn đạt thông minh và đầy sức thuyết phục.",9
ABSORPTION,XUAT_SAC,SPEAKING,"Phản xạ ngôn ngữ của {Student} đạt mức độ hoàn hảo, con có thể thảo luận về nhiều chủ đề phức tạp.",10
ABSORPTION,TE,WRITING,"{Student} gặp rào cản lớn trong việc triển khai ý tưởng thành văn bản, con cần sự hỗ trợ sát sao về cấu trúc câu.",1
ABSORPTION,TE,WRITING,"Khả năng tiếp thu kỹ năng viết của {Student} còn chậm, con thường xuyên lúng túng khi phải viết đoạn văn dài.",2
ABSORPTION,TRUNG_BINH,WRITING,"{Student} nắm được cách viết các câu đơn giản nhưng còn gặp khó khăn khi kết nối chúng thành một đoạn văn hoàn chỉnh.",3
ABSORPTION,TRUNG_BINH,WRITING,"Khả năng tiếp thu phần Writing của con ở mức ổn định, {Student} cần rèn thêm cách dùng từ nối để bài viết mạch lạc hơn.",4
ABSORPTION,KHA,WRITING,"{Student} tiếp thu tốt các phương pháp lập dàn ý, con biết cách tổ chức ý tưởng bài viết một cách logic.",5
ABSORPTION,KHA,WRITING,"Khả năng thẩm thấu phong cách viết của con rất triển vọng, {Student} bắt đầu biết cách dùng các từ vựng hay vào bài.",6
ABSORPTION,GIOI,WRITING,"{Student} có tư duy viết rất sáng tạo và linh hoạt, con nắm bắt nhanh các yêu cầu về bố cục và nội dung bài viết.",7
ABSORPTION,GIOI,WRITING,"Khả năng tiếp thu kiến thức bổ trợ cho kỹ năng viết của {Student} rất tốt, con học hỏi nhanh qua các bài viết mẫu.",8
ABSORPTION,XUAT_SAC,WRITING,"{Student} thể hiện khả năng viết lách xuất sắc, con có lối tư duy ngôn ngữ sâu sắc và cách trình bày rất chuyên nghiệp.",9
ABSORPTION,XUAT_SAC,WRITING,"Tốc độ tiếp nhận và phản hồi thông tin qua văn bản của {Student} cực nhanh, con xử lý tốt các đề tài viết hóc búa.",10
ABSORPTION,TE,GRAMMAR,"{Student} gặp nhiều trở ngại khi tiếp thu các cấu trúc ngữ pháp mới, con thường nhầm lẫn giữa các thì.",1
ABSORPTION,TE,GRAMMAR,"Khả năng thẩm thấu các quy tắc ngữ pháp của {Student} còn chậm, con cần làm nhiều bài tập bổ trợ để ghi nhớ lâu hơn.",2
ABSORPTION,TRUNG_BINH,GRAMMAR,"{Student} có thể áp dụng được các công thức ngữ pháp cơ bản nhưng vẫn còn lúng túng với các trường hợp đặc biệt.",3
ABSORPTION,TRUNG_BINH,GRAMMAR,"Khả năng tiếp thu phần Grammar của con ở mức trung bình, {Student} nên chú ý hơn đến các tiểu tiết trong cấu trúc.",4
ABSORPTION,KHA,GRAMMAR,"{Student} tiếp thu nhanh các điểm ngữ pháp mới và biết cách vận dụng vào việc đặt câu khá chính xác.",5
ABSORPTION,KHA,GRAMMAR,"Con có tư duy logic khá tốt đối với các quy tắc ngôn ngữ, giúp việc tiếp thu ngữ pháp trở nên dễ dàng hơn.",6
ABSORPTION,GIOI,GRAMMAR,"{Student} nắm bắt bản chất của các cấu trúc ngữ pháp rất nhanh, con dường như không gặp khó khăn với các bài tập nâng cao.",7
ABSORPTION,GIOI,GRAMMAR,"Khả năng thẩm thấu và phản xạ ngữ pháp của {Student} rất ấn tượng, con ít khi mắc lỗi chia động từ cơ bản.",8
ABSORPTION,XUAT_SAC,GRAMMAR,"{Student} thể hiện khả năng tiếp thu ngữ pháp xuất sắc, con có thể giải thích lại các quy tắc khó cho bạn khác hiểu.",9
ABSORPTION,XUAT_SAC,GRAMMAR,"Sự nhạy bén của {Student} đối với các cấu trúc câu phức tạp thật đáng nể, con học một hiểu mười.",10
ABSORPTION,TE,VOCABULARY,"{Student} gặp khó khăn trong việc ghi nhớ từ mới, con thường quên nghĩa của từ ngay sau buổi học.",1
ABSORPTION,TE,VOCABULARY,"Khả năng thẩm thấu từ vựng của {Student} còn hạn chế, con cần nhiều ví dụ minh họa và hình ảnh sinh động hơn.",2
ABSORPTION,TRUNG_BINH,VOCABULARY,"{Student} có vốn từ vựng ở mức độ vừa đủ dùng, con cần mở rộng thêm các từ đồng nghĩa và trái nghĩa.",3
ABSORPTION,TRUNG_BINH,VOCABULARY,"Khả năng tiếp thu phần Vocabulary của con ổn định, {Student} nên thường xuyên ôn tập để tránh tình trạng học trước quên sau.",4
ABSORPTION,KHA,VOCABULARY,"{Student} tiếp thu từ mới khá nhanh, con biết cách liên kết các từ vựng theo chủ đề để dễ ghi nhớ.",5
ABSORPTION,KHA,VOCABULARY,"Con có trí nhớ tốt về mặt chữ, giúp việc tiếp thu và mở rộng vốn từ vựng trở nên hiệu quả hơn.",6
ABSORPTION,GIOI,VOCABULARY,"{Student} có khả năng thẩm thấu từ vựng rất ấn tượng, con nắm bắt được cả những sắc thái nghĩa khác nhau của từ.",7
ABSORPTION,GIOI,VOCABULARY,"Khả năng học từ mới qua ngữ cảnh của {Student} rất sắc bén, con dùng từ rất linh hoạt trong giao tiếp.",8
ABSORPTION,XUAT_SAC,VOCABULARY,"{Student} thể hiện khả năng làm chủ vốn từ vựng xuất sắc, con có thể sử dụng các từ vựng học thuật một cách tự nhiên.",9
ABSORPTION,XUAT_SAC,VOCABULARY,"Tốc độ tích lũy từ vựng của {Student} thật đáng kinh ngạc, con luôn khao khát tìm hiểu những từ ngữ mới lạ.",10
GAPS,ANY,PRESENT_SIMPLE,{Student} chưa nắm vững thì Hiện tại đơn. Con hay quên thêm -s/-es cho ngôi thứ 3 số ít (he/she/it).,1
GAPS,ANY,PRESENT_SIMPLE,"Con còn nhầm lẫn khi chia động từ Hiện tại đơn. {Student} cần chú ý quy tắc thêm -es với các từ kết thúc bằng -o, -s, -x, -ch, -sh.",2
GAPS,ANY,PRESENT_SIMPLE,{Student} chưa phân biệt rõ khi nào dùng Hiện tại đơn. Con hay nhầm với Hiện tại tiếp diễn trong các câu diễn tả thói quen.,3
GAPS,ANY,PRESENT_SIMPLE,Con sử dụng trợ động từ do/does chưa chính xác trong câu phủ định và nghi vấn. {Student} hay quên hoặc dùng sai vị trí.,4
GAPS,ANY,PRESENT_SIMPLE,"{Student} chưa nhớ các dấu hiệu nhận biết thì Hiện tại đơn như always, usually, often, sometimes, never.",5
